start_index,stop_index,signal_class
1488827,1493117,N
1489117,1493423,N
1489423,1493727,A
1489727,1494465,N
1491471,1495775,A
1491775,1496037,V
1492753,1497217,N
1493217,1497467,V
1493467,1497881,N
1494871,1499135,V
1497857,1502114,A
1498114,1502370,A
1498370,1502817,N
1500973,1505467,N
1501467,1505929,A
1504451,1508929,N
1504929,1509232,V
1507685,1512103,A
1508103,1512549,A
1508549,1513209,N
1509209,1513670,V
1509670,1514375,N
1510375,1514817,N
1510817,1515281,N
1511281,1515657,N
1511657,1515913,V
1511913,1516385,N
1512385,1516645,V
1512645,1517091,N
1513091,1517539,N
1513539,1517993,N
1513993,1518445,N
1514445,1518905,N
1514905,1519351,N
1515351,1519799,N
1515799,1520093,V
1516093,1520576,A
1516576,1521527,N
1517527,1522057,A
1520233,1524685,A
1521261,1526030,N
1522030,1526462,N
1522462,1526731,V
1522731,1527209,N
1524095,1528559,A
1527113,1531559,A
1527559,1531811,V
1528742,1533199,A
1529943,1534289,A
1530289,1534735,N
1530735,1535035,V
1531035,1535299,V
1532663,1536915,V
1536679,1541145,V
1538055,1542496,A
1538496,1543176,N
1539176,1543860,N
1539860,1544185,A
1540185,1544439,V
1540439,1544917,N
1540917,1545268,N
1541268,1545567,N
1541567,1545870,N
1541870,1546359,N
1542359,1546620,V
1542620,1547079,N
1543079,1547411,N
1543411,1547715,N
1543715,1547971,V
1543971,1548435,N
1544435,1548691,V
1544691,1549379,N
1545379,1549808,N
1545808,1550355,N
1546355,1550649,V
1546649,1550902,V
1546902,1551741,N
1547741,1552191,N
1548191,1552467,V
1549417,1553875,N
1549875,1554125,V
1551237,1555488,V
1552616,1556909,N
1552909,1557177,V
1553177,1557551,N
1553551,1558002,N
1554002,1558461,N
1554461,1558905,N
1554905,1559357,N
1555357,1559814,N
1555814,1560077,V
1556077,1560381,N
1556381,1560852,N
1556852,1561401,N
1557401,1561877,V
1559019,1563273,A
1560391,1564877,N
1560877,1565319,A
1562187,1566668,N
1562668,1567125,N
1563125,1567583,N
1565153,1569409,N
1565409,1569673,N
1565673,1569937,N
1566494,1570993,N
1566993,1571257,V
1567257,1571665,N
1568355,1572820,A
1570401,1574811,A
1571992,1576463,A
1572463,1576917,A
1572917,1577537,N
1573537,1578017,N
1574017,1578465,N
1574465,1579155,N
1575155,1579758,N
1575758,1580099,N
1576099,1580369,V
1576369,1580621,N
1576621,1581121,N
1577121,1581769,N
1577769,1582225,N
1578225,1582475,V
1583002,1587253,V
1588027,1592480,N
1588480,1592734,V
1589847,1594313,N
1590313,1594767,N
1590767,1595224,N
1591224,1595683,N
1591683,1595943,V
1592403,1596727,N
1592727,1597007,N
1593007,1597267,N
1593267,1597521,N
1593521,1597775,N
1594273,1598622,V
1594622,1598876,V
1595791,1600050,A
1596050,1600375,A
1597613,1602071,A
1598071,1602321,V
1600581,1604981,N
1600981,1605246,A
1601246,1605507,N
1601507,1605931,N
1602615,1606867,V
1604023,1608484,A
1605593,1610051,A
1606051,1610509,A
1606509,1611411,N
1607411,1611875,A
1607875,1612317,V
1609243,1613598,A
1609598,1614394,N
1610394,1614647,A
1610647,1615165,N
1611165,1615443,V
1611443,1616097,N
1612097,1616549,N
1612549,1617003,N
1613003,1617465,N
1613465,1617913,N
1613913,1618407,N
1614407,1619061,N
1615061,1619512,V
1615512,1620259,N
1616259,1620521,A
1616521,1620774,A
1616774,1621081,A
1617081,1621419,A
1618381,1622643,A
1619329,1623955,N
1619955,1624425,N
1620425,1624916,N
1620916,1625285,N
1621285,1625551,V
1621551,1626029,N
1622029,1626498,N
1622498,1626963,N
1622963,1627526,N
1623526,1627997,V
1625143,1629609,A
1626532,1630787,A
1626787,1631217,A
1627217,1631666,N
1627666,1632136,N
1628136,1632585,N
1628585,1633047,N
1629047,1633499,N
1629499,1633950,N
1629950,1634547,N
1630547,1635319,N
1631319,1635777,N
1631777,1636027,V
1632027,1636493,N
1633162,1637605,N
1633605,1637857,V
1634364,1638627,N
1634627,1638917,N
1634917,1639177,N
1635177,1639432,N
1635432,1639919,N
1635919,1640401,N
1636401,1640665,N
1636665,1640918,N
1636918,1641211,N
1639661,1644273,A
1640273,1644905,A
1640905,1645876,N
1642823,1647133,A
1647075,1651349,N
1647349,1651603,A
1647603,1652001,N
1648759,1653207,N
1650184,1654669,A
1650669,1655318,N
1653263,1657827,A
1653827,1658481,N
1654481,1658973,N
1654973,1659531,N
1655531,1659808,V
1655808,1660091,V
1657083,1661358,A
1658565,1662823,V
1663645,1668115,A
1664115,1668571,A
1664571,1669071,N
1665071,1669517,N
1665517,1669977,N
1665977,1670459,N
1666459,1670725,V
1666725,1671205,N
1667205,1671669,N
1667669,1672226,N
1668226,1672573,V
1668573,1672857,A
1670127,1674708,N
1673347,1677655,A
1673655,1677933,N
1673933,1678183,N
1674183,1678660,N
1674660,1679183,N
1675183,1679465,N
1675465,1679781,N
1675781,1680039,N
1676039,1680507,N
1676507,1680975,N
1676975,1681225,V
1677225,1681743,N
1678319,1682581,V
1680181,1684633,V
1681337,1685867,N
1681867,1686439,N
1682439,1686743,V
1682743,1687263,N
1683263,1687604,V
1683604,1688311,N
1684311,1688893,N
1685806,1690063,V
1687553,1692029,V
1688029,1692923,N
1688923,1693387,A
1689387,1693933,A
1689933,1694981,N
1692059,1696489,A
1692489,1697021,A
1693975,1698427,A
1694427,1698755,V
1695701,1699971,A
1695971,1700225,A
1696225,1700697,N
1696697,1701155,N
1697155,1701637,N
1697637,1702075,N
1700329,1704599,A
1700599,1705262,N
1702077,1706393,V
1703561,1707813,A
1706685,1710937,V
1708939,1713399,N
1709399,1713853,N
1710325,1714826,N
1710826,1715293,N
1711293,1715862,N
1711862,1716275,N
1712275,1716537,N
1712537,1716815,N
1712815,1717105,N
1713105,1717595,N
1713595,1718067,N
1714067,1719001,N
1715001,1719445,A
1715445,1719899,A
1715899,1720712,N
1716712,1721012,A
1718258,1722843,N
1718843,1723465,N
1719465,1723755,V
1719755,1724243,N
1720243,1724765,N
1720765,1725325,N
1721325,1725787,N
1721787,1726063,V
1722063,1726330,V
1722330,1726827,N
1722827,1727085,V
1723085,1727389,N
1723875,1728165,V
1724165,1728415,V
1726021,1730469,N
1726469,1730722,V
1726722,1730987,A
1726987,1731415,N
1728277,1732847,N
1728847,1733383,N
1729383,1733637,V
1729637,1734318,N
1730318,1734903,N
1731587,1735843,A
1731843,1736293,N
1732293,1736689,N
1732689,1736947,V
1732947,1737211,A
1733211,1737630,N
1733630,1738444,N
1734444,1738913,N
1734913,1739453,N
1735453,1739927,N
1735927,1740477,N
1737410,1741865,A
1737865,1742321,A
1739591,1743883,A
1740367,1744626,V
1740626,1745081,N
1741081,1745341,V
1741341,1746055,N
1742055,1746505,N
1742505,1746957,N
1742957,1747469,N
1743469,1747880,N
1743880,1748205,V
1744205,1748695,N
1744695,1749167,N
1745167,1749633,N
1745633,1750071,N
1746071,1750323,V
1747175,1751657,N
1747657,1752155,N
1748155,1752661,N
1748661,1752924,N
1748924,1753210,N
1749210,1753493,N
1749493,1753779,N
1749779,1754031,A
1751425,1755901,N
1751901,1756347,N
1752347,1756796,N
1752796,1757238,N
1753238,1757703,N
1753703,1757981,N
1753981,1758271,N
1754271,1758565,N
1754565,1758827,N
1754827,1759279,N
1755279,1759777,N
1755777,1760683,N
1756683,1761075,N
1757075,1761354,V
1757354,1761617,A
1757617,1762260,N
1758260,1762961,N
1758961,1763425,N
1759425,1763881,N
1759881,1764164,V
1760164,1764661,N
1761578,1765829,A
1765023,1769274,V
1765274,1769649,N
1765649,1770163,N
1766739,1771036,A
1767036,1771293,V
1768259,1772618,V
1771019,1775373,N
1771373,1775651,V
1771651,1775925,V
1772745,1777047,A
1773047,1777301,A
1774910,1779371,A
1776101,1780397,V
1776397,1780871,N
1776871,1781425,N
1777425,1781901,N
1777901,1782373,N
1778373,1782726,V
1778726,1783397,N
1779397,1783895,N
1779895,1784489,N
1780489,1784749,A
1780749,1785106,A
1781106,1785425,A
1783869,1788332,V
1784332,1788769,A
1785637,1790111,N
1786111,1790527,N
1786527,1790799,V
1786799,1791289,A
1793707,1797957,V
1798692,1802995,A
1798995,1803259,V
1799943,1804421,N
1800421,1804905,A
1802043,1806354,A
1802354,1806606,V
1802606,1807277,N
1803277,1807533,A
1803533,1807997,A
1805025,1809303,A
1805303,1809573,A
1805573,1810043,N
1806043,1810521,N
1806521,1810813,V
1806813,1811077,A
1807077,1811597,N
1808185,1812439,V
1809583,1814051,N
1810051,1814305,A
1811327,1815632,V
1811632,1816069,A
1813022,1817625,N
1813625,1817894,A
1813894,1818323,N
1814323,1818589,N
1814589,1818841,N
1814841,1819177,N
1815177,1819741,N
1816423,1820711,A
1816711,1821001,A
1817001,1821319,N
1817801,1822081,V
1818081,1822549,N
1818549,1822977,N
1818977,1823425,N
1819425,1823885,N
1819885,1824143,V
1820143,1824450,A
1820450,1825243,N
1821243,1825722,A
1821722,1827071,N
1823071,1827901,N
1823901,1828681,N
1825609,1830075,A
1826075,1830327,V
1827105,1831693,N
1827693,1832239,A
1829283,1833745,A
1829745,1834717,N
1830717,1835179,N
1831179,1835665,N
1831665,1836225,N
1832225,1836713,N
1832713,1837417,N
1835427,1839689,V
1837303,1841757,V
1839301,1843555,V
1839555,1844063,N
1840063,1844517,N
1840517,1844971,N
1840971,1845621,N
1841621,1845965,N
1841965,1846261,N
1842261,1846523,N
1842523,1846967,N
1842967,1847505,N
1843505,1847925,V
1843925,1848563,N
1844563,1849057,N
1845057,1849530,N
1845530,1850024,N
1846024,1850601,N
1846601,1851123,A
1849959,1854323,A
1850323,1854579,V
1851288,1855729,N
1851729,1856391,N
1852391,1857079,N
1853079,1857546,A
1853546,1857999,A
1856292,1860549,A
1856549,1861003,N
1857003,1861255,V
1857255,1861687,N
1857687,1862136,N
1858136,1862581,N
1858581,1862837,V
1858837,1863387,N
1859387,1863877,N
1859877,1864235,N
1860235,1864524,V
1860524,1864847,N
1860847,1865333,N
1862207,1866483,A
1862483,1866733,A
1864665,1869360,N
1865360,1869881,N
1865881,1870139,V
1866139,1870617,N
1866617,1871073,N
1867073,1871687,N
1867687,1872155,N
1868155,1872437,V
1868437,1872725,V
1868725,1873270,N
1869270,1873532,V
1870944,1875395,A
1872731,1876993,A
1872993,1877886,N
1873886,1878361,A
1874361,1878836,A
1874836,1879941,N
1875941,1880627,N
1876627,1881085,A
1877085,1881541,N
1877541,1881807,N
1877807,1882117,N
1878117,1882411,N
1878411,1882681,N
1878681,1883115,N
1879115,1883581,N
1879581,1884025,N
1880025,1884467,A
1880467,1884959,A
1882206,1886669,A
1882669,1887139,A
1883139,1887599,N
1883599,1887929,N
1883929,1888223,N
1884223,1888477,N
1884477,1888967,N
1884967,1889401,N
1885401,1889871,N
1885871,1890329,N
1886788,1891089,V
1887089,1891589,N
1887589,1892075,N
1888075,1892525,N
1888525,1893009,N
1889827,1894369,N
1890369,1894657,V
1890657,1895069,A
1893661,1897941,A
1893941,1898234,A
1894735,1899000,N
1895000,1899250,N
1895250,1899502,N
1895502,1899773,A
1896489,1900953,N
1896953,1901458,N
1897458,1901776,V
1897776,1902237,N
1898237,1902691,N
1898691,1903247,N
1899247,1903704,N
1899704,1904175,N
1900175,1904649,N
1900649,1905307,N
1901307,1905591,V
1901591,1905861,A
1901861,1906546,N
1902546,1907003,N
1903003,1907463,N
1903463,1907983,N
1903983,1908530,N
1904530,1909037,A
1905037,1910125,N
1906125,1910640,A
1906640,1911173,A
1908109,1912369,A
1908369,1912871,N
1908871,1913161,N
1909161,1913439,N
1909439,1913693,N
1909693,1914051,N
1910051,1914439,N
1910439,1914931,N
1910931,1915373,N
1911373,1916007,N
1912007,1916467,N
1912467,1916725,V
1912725,1917257,N
1913257,1917559,V
1913559,1918068,N
1914068,1918553,N
1914553,1918985,N
1914985,1919479,N
1915479,1919919,N
1915919,1920375,N
1916375,1920835,N
1916835,1921287,N
1917287,1921735,N
1917735,1922448,N
1918448,1923117,N
1919117,1923575,N
1919575,1924034,N
1920034,1924491,N
1920491,1924950,N
1920950,1925410,N
1921410,1925867,N
1921867,1926326,N
1922326,1926778,N
1922778,1927236,N
1923236,1927691,N
1923691,1928150,N
1924150,1928611,N
1924611,1928880,V
1924880,1929523,N
1925523,1929791,V
1925791,1930284,N
1926284,1930883,N
1926883,1931345,N
1927345,1931601,V
1927601,1932121,N
1928121,1932797,N
1928797,1933281,N
1929281,1933587,V
1929587,1933845,V
1929845,1934545,N
1930545,1934801,V
1933311,1937655,A
1933655,1937947,V
1933947,1938661,N
1934661,1939121,N
1935121,1939647,N
1935647,1940094,V
1936094,1940914,N
1936914,1941399,N
1937399,1942077,N
1938077,1942538,N
1938538,1942803,V
1939671,1944066,N
1940066,1944323,V
1940323,1944581,V
1941607,1945863,A
1941863,1946219,A
1942219,1946499,N
1942499,1946989,N
1943453,1947710,V
1946441,1950706,N
1947013,1951308,A
1948041,1952527,N
1948527,1952783,A
1948783,1953237,N
1949237,1953495,V
1949495,1954013,N
1950013,1954267,V
1950267,1954699,N
1950699,1955245,N
1951245,1955738,N
1951738,1956089,N
1952089,1956367,N
1952367,1956617,N
1952617,1956877,N
1952877,1957203,A
1953203,1957507,V
1954468,1958725,A
1957680,1962139,A
1959329,1963769,A
1959769,1964245,A
1960245,1964701,N
1960701,1965304,N
1961304,1965586,V
1961586,1965845,V
1961845,1966535,N
1962535,1966974,V
1962974,1967895,N
1963895,1968184,A
1964184,1968501,A
1964501,1968769,V
1964769,1969593,N
1965593,1969901,A
1965901,1970155,A
1971041,1975293,V
1973845,1978105,V
1974105,1978411,N
1974411,1978703,N
1974703,1979101,N
1975101,1979566,N
1975566,1979883,V
1976585,1981053,V
1981814,1986269,N
1984611,1989095,A
1990379,1994887,A
1991454,1995953,N
1991953,1996237,V
1992237,1996652,N
1992652,1997111,N
1993111,1997365,V
1994035,1998521,N
1994521,1998780,V
1994780,1999091,A
1995091,1999894,N
1995894,2000337,N
1996337,2000607,V
1996607,2001149,N
1997149,2001717,N
2009057,2013323,V
2010130,2014715,N
2010715,2014969,V
2011993,2016269,A
2012269,2016519,A
2014263,2018565,V
2017626,2021879,V
2017879,2022137,A
2021767,2026045,V
2022045,2026299,A
2023969,2028230,V
2024905,2029155,A
2025155,2029615,A
2025615,2030741,N
2026741,2031190,A
2027190,2031649,A
2027649,2032326,N
2028326,2032765,N
2028765,2033021,V
2029021,2033563,N
2029563,2033853,N
2029853,2034131,N
2030131,2034389,N
2030389,2034897,N
2030897,2035663,N
2031663,2036150,N
2032150,2036441,V
2032441,2036919,N
2032919,2037365,N
2033365,2037631,V
2033631,2038129,N
2034129,2038589,N
2034589,2038871,V
2035337,2039792,N
2036749,2041033,V
2037519,2041869,N
2038433,2043111,N
2039111,2043576,N
2039576,2044033,N
2040662,2044927,A
2042539,2046994,A
2042994,2047253,V
2046187,2050443,A
2046443,2050693,A
2046693,2051119,N
2047735,2051985,V
2048924,2053376,N
2050741,2054997,A
2050997,2055456,A
2051456,2056113,N
2052113,2056571,N
2052571,2057029,N
2053029,2057325,V
2053325,2057825,N
2053825,2058585,N
2054585,2059051,A
2055051,2059761,N
2055761,2060081,N
2056081,2060381,A
2056381,2060637,N
2056637,2061107,N
2057107,2061561,N
2057561,2061819,V
2057819,2062277,N
2058277,2062819,N
2058819,2063297,N
2059297,2063751,N
2059751,2064403,N
2060403,2064873,N
2060873,2065334,N
2061334,2065585,V
2061585,2065956,N
2061956,2066221,V
2062221,2066701,N
2062701,2067158,N
2063158,2067839,N
2063839,2068306,N
2064306,2068927,N
2064927,2069415,N
2065415,2069985,N
2065985,2070261,V
2066261,2070527,A
2066527,2071237,N
2067237,2071809,N
2067809,2072183,V
2068183,2072975,N
2068975,2073274,A
2069274,2073529,V
2069529,2074219,N
2070219,2074473,A
2070473,2074770,A
2070770,2075030,N
2071030,2075557,N
2071557,2076009,N
2072009,2076714,N
2073409,2077773,A
2073773,2078045,V
2074045,2078531,N
2074531,2078933,N
2074933,2079189,V
2075189,2079449,N
2075449,2079839,N
2076285,2080640,A
2076640,2080902,A
2082619,2087065,N
2083065,2087524,A
2083524,2088007,A
2084987,2089489,A
2085489,2090267,N
2086267,2090725,N
2086725,2090989,V
2086989,2091425,N
2087425,2092185,N
2088185,2092449,A
2088449,2092761,A
2088761,2093323,N
2089323,2093801,N
2089801,2094271,N
2090271,2094731,N
2091417,2095691,V
2091691,2096173,N
2092173,2096641,N
2092641,2096913,V
2092913,2097405,N
2094265,2098720,A
2095538,2100081,N
2096081,2100470,A
2096470,2100765,V
2096765,2101233,N
2097233,2101491,V
2097491,2102027,N
2098027,2102332,V
2098332,2102825,N
2098825,2103282,N
2099282,2103572,N
2099572,2103859,A
2099859,2104131,A
2100131,2104857,N
2100857,2105281,N
2101281,2105615,N
2101615,2105881,N
2101881,2106153,N
2102153,2106480,N
2102480,2106963,N
2102963,2107901,N
2103901,2108153,A
2104153,2108791,N
2104791,2109433,N
2105433,2109711,A
2105711,2110149,N
2106149,2110626,N
2106626,2111129,N
2107129,2111397,N
2107397,2111689,N
2107689,2111951,N
2107951,2112205,N
2108205,2112713,N
2108713,2113259,N
2109259,2113764,N
2109764,2114261,N
2110261,2114661,N
2110661,2115164,N
2111935,2116393,V
2113161,2117789,N
2113789,2118343,V
2116856,2121315,N
2117797,2122249,N
2118927,2123284,V
2119284,2123837,N
2119837,2124247,N
2120692,2124989,V
2120989,2125359,N
2121359,2125641,V
2122688,2127002,V
2124415,2128871,N
2124871,2129126,V
2125659,2130111,N
2126111,2130621,N
2126621,2130893,V
2126893,2131143,V
2127143,2132065,N
2128065,2132315,A
2128315,2132793,A
2128793,2133657,N
2130851,2135289,A
2131289,2135585,A
2131585,2135847,N
2131847,2136321,N
2132321,2136845,N
2132845,2137448,N
2133448,2137949,N
2133949,2138517,N
2134517,2138991,N
2134991,2139243,V
2135243,2139581,N
2135581,2139877,N
2135877,2140143,A
2136143,2140691,N
2141420,2145949,N
2141949,2146261,N
2142261,2146513,V
2142513,2146899,N
2142899,2147353,N
2143353,2148115,N
2144115,2148405,A
2144405,2148709,N
2144709,2148993,N
2144993,2149259,V
2145259,2149725,N
2145725,2149987,V
2145987,2150411,N
2146411,2150695,V
2146695,2150979,N
2146979,2151455,N
2147455,2151835,N
2147835,2152094,N
2148094,2152377,N
2148377,2152655,N
2150049,2154502,N
2150502,2154829,A
2150829,2155298,A
2152677,2157385,N
2153385,2157843,N
2154390,2158691,V
2154691,2158945,V
2154945,2159437,N
2155437,2159903,N
2155903,2160235,N
2156235,2160523,N
2156523,2160803,N
2156803,2161071,N
2157071,2161355,N
2157355,2161657,N
2157657,2161925,N
2157925,2162309,N
2158309,2162608,N
2158608,2162871,N
2158871,2163345,N
2159345,2163873,N
2159873,2164312,N
2160312,2164695,N
2160695,2164969,V
2160969,2165483,N
2161483,2165965,N
2161965,2166305,V
2162305,2166583,V
2163525,2167777,A
2163777,2168099,A
2164099,2168396,N
2164396,2168893,N
2164893,2169357,N
2165357,2169811,V
2166681,2170943,A
2167851,2172343,N
2168343,2172785,V
2168785,2173696,N
2169696,2173954,A
2169954,2174473,N
2170473,2174733,V
2170733,2175269,N
2171269,2175969,N
2171969,2176456,V
2173315,2177587,A
2173587,2178037,N
2174037,2178493,N
2174493,2178743,V
2174743,2179061,N
2175061,2179534,N
2175534,2179993,N
2175993,2180462,N
2176462,2180737,V
2176737,2180991,V
2176991,2181687,N
2177687,2181951,A
2177951,2182259,N
2178259,2182563,N
2178563,2182827,V
2179527,2183779,V
2179779,2184029,V
2180029,2184499,N
2180499,2184933,N
2181393,2185695,V
2181695,2186176,N
2182176,2186657,N
2182657,2187126,N
2183126,2187377,V
2183377,2187667,N
2183667,2188148,N
2184148,2188682,N
2184682,2188941,V
2184941,2189427,N
2185427,2189885,N
2185885,2190223,N
2186223,2190589,N
2186589,2191047,N
2187047,2191521,A
2188694,2193137,A
2189137,2193667,A
2189667,2194124,V
2190916,2195174,V
2192787,2197278,A
2193954,2198439,V
2195519,2200007,A
2196007,2200271,V
2197061,2201553,N
2197553,2201825,A
2197825,2202089,N
2198089,2202560,N
2198560,2203015,N
2199015,2203287,V
2199287,2204304,N
2200304,2204801,N
2200801,2205066,A
2201066,2205369,A
2202099,2206571,N
2202571,2207042,N
2210293,2214776,N
2210776,2215253,N
2212084,2216979,N
2212979,2217239,A
2213239,2217497,A
2213497,2217933,A
2215061,2219319,A
2216475,2220953,A
2216953,2221404,V
2218553,2222817,A
2219490,2223877,N
2219877,2224140,V
2224511,2228779,V
2225877,2230127,A
2226127,2230378,A
2226378,2230641,A
2227792,2232527,N
2228527,2233428,N
2229428,2233878,A
2229878,2234613,N
2230613,2235033,N
2231033,2235494,N
2231494,2235807,A
2231807,2236360,A
2233972,2238455,A
2235623,2240325,N
2236879,2241460,N
2237460,2241927,N
2237927,2242277,V
2238277,2242861,N
2238861,2243144,V
2239144,2243501,N
2239501,2243985,N
2239985,2244457,N
2240457,2244935,N
2240935,2245381,N
2241381,2245741,N
2241741,2246031,V
2242031,2246307,A
2245173,2249653,A
2245653,2250113,A
2247965,2252429,N
2248429,2252901,N
2248901,2253195,V
2250135,2254617,A
2251419,2255709,A
2251709,2255961,A
2251961,2256440,N
2253357,2257615,A
2254869,2259143,A
2255143,2259429,A
2256554,2261015,N
2257015,2261397,N
2257397,2261923,N
2257923,2262319,N
2259547,2264001,N
2260001,2264303,N
2260303,2264589,N
2260589,2264863,N
2263191,2267649,N
2263649,2268113,N
2264639,2268953,N
2264953,2269215,V
2265215,2269478,A
2266151,2270601,N
2267773,2272239,N
2268239,2272677,N
2268677,2273162,N
2269162,2273590,N
2269590,2274052,N
2270052,2274512,N
2270512,2275249,N
2271249,2275531,A
2271531,2276011,N
2272011,2276691,N
2272691,2276999,V
2272999,2277487,N
2273487,2278256,N
2274256,2278745,N
2274745,2279191,N
2275191,2279641,N
2277477,2281935,A
2278848,2283307,N
2279307,2283761,N
2279761,2284219,N
2280219,2284678,N
2280678,2285133,N
2281133,2285595,N
2281595,2286045,N
2282045,2286501,N
2282501,2286957,N
2282957,2287417,N
2283417,2287878,N
2283878,2288327,N
2284327,2288773,A
2284773,2289538,A
2287166,2291418,A
2287418,2291885,A
2288785,2293262,A
2289262,2294119,N
2290119,2294377,A
2290377,2295125,N
2291125,2295923,N
2291923,2296601,N
2292601,2297301,N
2293301,2297785,N
2300155,2304613,A
2300613,2305535,N
2301535,2305793,A
2301793,2306303,A
2302303,2307017,N
2303017,2307272,V
2303272,2307933,N
2303933,2308393,N
2304393,2308849,N
2304849,2309303,N
2305303,2309761,N
2305761,2310220,N
2306220,2310672,N
2306672,2311065,N
2307065,2311333,V
2307333,2312032,N
2308032,2312491,N
2308491,2312946,N
2308946,2313404,N
2309404,2313863,N
2309863,2314189,V
2310189,2314441,A
2311985,2316461,N
2313415,2318060,N
2314060,2318527,N
2314527,2318845,V
2314845,2319324,N
2315324,2320095,N
2316095,2320540,N
2316540,2320799,V
2316799,2321596,N
2317596,2321873,A
2317873,2322131,A
2318131,2322571,N
2318571,2323325,N
2319325,2323831,N
2319831,2324303,N
2320303,2324756,N
2320756,2325257,N
2321257,2325543,V
2321543,2326084,N
2322084,2326585,N
2322585,2326847,V
2322847,2327343,N
2323343,2328161,N
2324161,2328529,A
2324529,2328989,A
2324989,2329753,N
2325753,2330276,N
2326276,2330704,V
2326704,2331497,N
2327497,2331772,A
2327772,2332265,A
2334003,2338256,V
2338269,2343015,N
2339015,2343351,A
2339351,2344007,N
2340007,2344305,N
2340305,2344565,A
2340565,2345015,A
2342047,2346319,A
2342319,2346733,A
2342733,2347187,N
2343187,2347469,V
2343469,2347769,A
2344787,2349238,N
2345238,2349495,A
2346031,2350351,V
2346858,2351341,N
2348009,2352490,N
2348490,2352937,N
2348937,2353542,N
2349542,2354047,N
2350047,2354537,N
2350537,2355227,N
2351227,2355685,N
2351685,2356129,N
2352129,2356435,V
2352435,2356943,N
2352943,2357394,N
2353394,2357707,V
2353707,2357959,V
2353959,2358438,N
2354438,2358695,V
2354695,2358945,A
2354945,2359389,A
2357893,2362151,A
2359259,2363509,A
2360567,2365061,N
2361061,2365541,A
2361541,2365821,V
2361821,2366342,N
2362342,2366851,N
2362851,2367103,V
2363103,2367601,N
2363601,2367981,N
2363981,2368253,V
2364253,2368513,N
2364513,2368991,N
2366330,2370623,A
2366623,2371127,N
2367127,2371599,N
2367599,2371923,V
2367923,2372473,N
2369101,2373668,N
2381763,2386015,A
2382572,2386881,V
2382881,2387143,V
2383857,2388117,V
2386879,2391133,A
2388955,2393253,V
2393335,2397645,A
2399679,2404168,A
2404557,2409041,N
2405041,2409331,A
2405331,2409829,N
2405829,2410262,N
2406262,2410749,A
2406749,2411631,N
2407631,2412113,N
2408113,2412549,A
2408549,2413177,N
2409177,2413663,N
2409663,2413916,V
2410614,2414902,A
2410902,2415375,A
2411375,2416307,N
2412307,2416787,N
2412787,2417097,V
2413097,2417581,N
2413581,2418120,N
2414120,2418376,V
2417377,2421692,V
2417692,2422173,N
2418173,2422873,N
2418873,2423337,N
2419337,2423688,V
2419688,2424195,N
2420195,2424450,N
2420450,2424767,N
2420767,2425029,N
2421029,2425285,A
2421285,2425965,N
2421965,2426427,N
2422427,2426681,V
2422681,2427361,N
2424197,2428467,A
2425137,2429393,V
2425393,2429699,A
2426903,2431331,N
2427331,2431647,V
2427647,2432085,N
2428681,2432953,V
2428953,2433353,N
2429353,2433885,N
2429885,2434361,N
2432317,2436608,A
2442221,2446735,N
2442735,2447041,N
2443041,2447313,N
2443313,2447579,N
2443579,2447870,N
2443870,2448339,N
2444789,2449047,V
2448461,2452721,V
2449437,2453869,N
2450669,2455454,N
2451454,2455798,A
2451798,2456597,N
2452597,2456919,V
2452919,2457475,N
2453475,2457894,V
2454863,2459129,A
2455883,2460413,N
2457105,2461579,N
2457579,2462053,N
2458767,2463043,A
2459043,2463335,N
2459335,2463594,N
2459594,2463851,A
2460982,2465233,V
2461233,2465485,A
2463635,2468119,A
2465899,2470327,A
2467059,2471315,V
2468549,2473003,A
2470286,2474546,V
2474727,2479194,N
2475194,2479664,N
2475664,2480117,N
2476117,2480581,N
2476581,2480925,V
2476925,2481375,N
2477375,2481831,N
2477831,2482311,N
2478311,2482752,N
2478752,2483030,V
2479030,2483441,N
2479441,2483697,V
2479697,2484147,N
2480147,2484411,V
2480411,2484756,N
2480756,2485037,N
2481037,2485517,N
2481517,2485978,N
2481978,2486437,N
2482437,2486691,V
2482691,2487146,N
2483146,2487634,N
2483634,2487939,V
2483939,2488243,N
2485204,2489463,V
2488191,2492443,V
2490943,2495401,A
2494581,2499096,N
2495632,2499995,N
2495995,2500250,V
2499417,2503671,V
2500807,2505127,A
2501127,2505430,A
2501430,2505685,V
2501685,2506663,N
2502663,2507099,N
2503099,2507553,A
2503553,2508022,N
2504022,2508523,N
2504523,2508947,V
2504947,2509748,N
2505748,2510229,N
2506229,2510509,V
2506509,2511219,N
2508714,2513171,A
2509171,2513661,A
2510564,2514881,A
2510881,2515135,V
2512276,2516741,N
2512741,2516991,A
2512991,2517311,N
2513311,2517787,N
2513787,2518069,V
2514069,2518329,V
2514329,2519269,N
2515269,2519523,A
2515523,2519869,A
2515869,2520143,V
2516143,2520981,N
2516981,2521349,A
2517349,2521905,A
2517905,2522815,N
2518815,2523609,N
2519609,2524077,N
2520077,2524329,V
2520329,2524693,A
2521447,2526151,N
2522151,2526649,N
2522649,2527133,N
2523133,2527593,N
2523593,2528045,N
2524045,2528653,N
2524653,2528952,V
2524952,2529443,N
2525443,2529913,N
2525913,2530395,N
2526395,2530831,N
2526831,2531425,N
2527425,2532101,N
2528101,2532501,N
2528501,2532774,V
2528774,2533238,N
2529238,2533769,N
2529769,2534249,N
